id,label,subject,email
737,spam,Urgent Action Required,You have been selected to receive a $500 reward. Click the link to verify your account.
738,ham,Vacation Photos,Please find the attached report for this week's progress. Let me know your feedback.
739,ham,Weekly Report,"Hi Ankit, just a reminder that our meeting is scheduled for Wednesday at 10:00 AM."
740,spam,Claim Your Prize,You have been selected to receive a $10000 reward. Click the link to verify your account.
741,ham,Class Notes,Thank you for your payment. Your invoice is attached for your records.
742,ham,Project Update,Your appointment with Dr. Sharma is confirmed for Wednesday.
743,ham,Project Update,I've shared the project files in the team drive. Please review them before tomorrow.
744,spam,Claim Your Prize,Earn money fast from home with no experience. Register today.
745,spam,Lottery Winner,Earn money fast from home with no experience. Register today.
746,ham,Meeting Reminder,Your appointment with Dr. Sharma is confirmed for Friday.
747,ham,Doctor Appointment,Here are the class notes from today's lecture. Let me know if anything is unclear.
748,spam,Crypto Opportunity,Your bank account has been suspended. Confirm your credentials immediately.
749,spam,Account Alert,Your bank account has been suspended. Confirm your credentials immediately.
750,spam,Urgent Action Required,You have been selected to receive a $250 reward. Click the link to verify your account.
751,ham,Invoice Attached,Here are the class notes from today's lecture. Let me know if anything is unclear.
752,spam,Claim Your Prize,Exclusive offer! Get 80% off on premium products. Buy now.
753,ham,Meeting Reminder,Can we have lunch tomorrow around 11:15 AM? Let me know if that works.
754,ham,Family Get Together,Your appointment with Dr. Sharma is confirmed for Friday.
755,spam,Account Alert,Exclusive offer! Get 50% off on premium products. Buy now.
756,spam,Exclusive Deal,Your bank account has been suspended. Confirm your credentials immediately.
757,spam,Free Gift,Your parcel is waiting. Confirm your shipping address to avoid return.
758,ham,Lunch Plan,Here are the class notes from today's lecture. Let me know if anything is unclear.
759,ham,Vacation Photos,Thank you for your payment. Your invoice is attached for your records.
760,ham,Lunch Plan,Here are the class notes from today's lecture. Let me know if anything is unclear.
761,ham,Vacation Photos,Your appointment with Dr. Sharma is confirmed for Tuesday.
762,spam,Claim Your Prize,Earn money fast from home with no experience. Register today.
763,spam,Claim Your Prize,Your bank account has been suspended. Confirm your credentials immediately.
764,spam,Lottery Winner,You have been selected to receive a $1000 reward. Click the link to verify your account.
765,spam,Win Big Today,Exclusive offer! Get 70% off on premium products. Buy now.
766,ham,Interview Schedule,Your appointment with Dr. Sharma is confirmed for Wednesday.
767,ham,Project Update,Please find the attached report for this week's progress. Let me know your feedback.
768,ham,Doctor Appointment,Your appointment with Dr. Sharma is confirmed for Friday.
769,ham,Lunch Plan,Happy birthday! Hope you have a wonderful day with your family.
770,ham,Weekly Report,Your appointment with Dr. Sharma is confirmed for Friday.
771,spam,Congratulations!,Invest in our crypto platform and double your investment in 7 days.
772,ham,Lunch Plan,Can we have lunch tomorrow around 10:00 AM? Let me know if that works.
773,spam,Lottery Winner,You have been selected to receive a $10000 reward. Click the link to verify your account.
774,spam,Urgent Action Required,Congratulations! You won a brand new smartphone. Pay a small processing fee.
775,ham,Doctor Appointment,Your appointment with Dr. Sharma is confirmed for Thursday.
776,spam,Account Alert,Your parcel is waiting. Confirm your shipping address to avoid return.
777,spam,Claim Your Prize,Earn money fast from home with no experience. Register today.
778,ham,Vacation Photos,Can we have lunch tomorrow around 11:15 AM? Let me know if that works.
779,spam,Claim Your Prize,Invest in our crypto platform and double your investment in 7 days.
780,spam,Lottery Winner,Your parcel is waiting. Confirm your shipping address to avoid return.
781,ham,Class Notes,"Hi Vikram, just a reminder that our meeting is scheduled for Thursday at 10:00 AM."
782,spam,Limited Time Offer,Your parcel is waiting. Confirm your shipping address to avoid return.
783,ham,Meeting Reminder,Your appointment with Dr. Sharma is confirmed for Thursday.
784,ham,Meeting Reminder,Thank you for your payment. Your invoice is attached for your records.
785,spam,Lottery Winner,Invest in our crypto platform and double your investment in 7 days.
786,ham,Doctor Appointment,"Hi Rahul, just a reminder that our meeting is scheduled for Monday at 2:30 PM."
787,spam,Win Big Today,Congratulations! You won a brand new smartphone. Pay a small processing fee.
788,ham,Family Get Together,Can we have lunch tomorrow around 11:15 AM? Let me know if that works.
789,ham,Interview Schedule,Thank you for your payment. Your invoice is attached for your records.
790,ham,Lunch Plan,"Hi Riya, just a reminder that our meeting is scheduled for Tuesday at 6:00 PM."
791,spam,Free Gift,You have been selected to receive a $500 reward. Click the link to verify your account.
792,spam,Account Alert,Your parcel is waiting. Confirm your shipping address to avoid return.
793,ham,Project Update,Happy birthday! Hope you have a wonderful day with your family.
794,ham,Class Notes,I've shared the project files in the team drive. Please review them before tomorrow.
795,ham,Project Update,Thank you for your payment. Your invoice is attached for your records.
796,spam,Exclusive Deal,Invest in our crypto platform and double your investment in 7 days.
797,spam,Exclusive Deal,Your parcel is waiting. Confirm your shipping address to avoid return.
798,spam,Crypto Opportunity,Final reminder: Your subscription expires today. Update your payment details.
799,ham,Weekly Report,Thank you for your payment. Your invoice is attached for your records.
800,ham,Invoice Attached,Can we have lunch tomorrow around 10:00 AM? Let me know if that works.
801,ham,Project Update,Thank you for your payment. Your invoice is attached for your records.
802,ham,Class Notes,Here are the class notes from today's lecture. Let me know if anything is unclear.
803,spam,Free Gift,Exclusive offer! Get 60% off on premium products. Buy now.
804,ham,Vacation Photos,Here are the class notes from today's lecture. Let me know if anything is unclear.
805,spam,Urgent Action Required,You have been selected to receive a $10000 reward. Click the link to verify your account.
806,spam,Free Gift,Invest in our crypto platform and double your investment in 7 days.
807,spam,Free Gift,Earn money fast from home with no experience. Register today.
808,ham,Class Notes,Your appointment with Dr. Sharma is confirmed for Wednesday.
809,spam,Urgent Action Required,Congratulations! You won a brand new smartphone. Pay a small processing fee.
810,spam,Exclusive Deal,Your bank account has been suspended. Confirm your credentials immediately.
811,spam,Limited Time Offer,You have been selected to receive a $100 reward. Click the link to verify your account.
812,spam,Limited Time Offer,Earn money fast from home with no experience. Register today.
813,spam,Account Alert,Final reminder: Your subscription expires today. Update your payment details.
814,ham,Invoice Attached,Here are the class notes from today's lecture. Let me know if anything is unclear.
815,spam,Exclusive Deal,Final reminder: Your subscription expires today. Update your payment details.
816,ham,Family Get Together,Here are the class notes from today's lecture. Let me know if anything is unclear.
817,ham,Doctor Appointment,"Hi Aman, just a reminder that our meeting is scheduled for Friday at 4:00 PM."
818,spam,Claim Your Prize,Invest in our crypto platform and double your investment in 7 days.
819,ham,Doctor Appointment,Please find the attached report for this week's progress. Let me know your feedback.
820,ham,Vacation Photos,Here are the class notes from today's lecture. Let me know if anything is unclear.
821,ham,Invoice Attached,Can we have lunch tomorrow around 10:00 AM? Let me know if that works.
822,ham,Invoice Attached,Please find the attached report for this week's progress. Let me know your feedback.
823,spam,Free Gift,Exclusive offer! Get 70% off on premium products. Buy now.
824,spam,Urgent Action Required,You have been selected to receive a $100 reward. Click the link to verify your account.
825,ham,Doctor Appointment,Thank you for your payment. Your invoice is attached for your records.
826,ham,Vacation Photos,Thank you for your payment. Your invoice is attached for your records.
827,ham,Meeting Reminder,Thank you for your payment. Your invoice is attached for your records.
828,spam,Lottery Winner,Final reminder: Your subscription expires today. Update your payment details.
829,spam,Urgent Action Required,Your parcel is waiting. Confirm your shipping address to avoid return.
830,spam,Claim Your Prize,Final reminder: Your subscription expires today. Update your payment details.
831,spam,Crypto Opportunity,Your parcel is waiting. Confirm your shipping address to avoid return.
832,ham,Vacation Photos,Happy birthday! Hope you have a wonderful day with your family.
833,ham,Meeting Reminder,Your appointment with Dr. Sharma is confirmed for Thursday.
834,spam,Congratulations!,Exclusive offer! Get 60% off on premium products. Buy now.
835,spam,Limited Time Offer,Your parcel is waiting. Confirm your shipping address to avoid return.
836,ham,Meeting Reminder,Can we have lunch tomorrow around 6:00 PM? Let me know if that works.
837,spam,Urgent Action Required,Congratulations! You won a brand new smartphone. Pay a small processing fee.
838,spam,Claim Your Prize,Invest in our crypto platform and double your investment in 7 days.
839,ham,Meeting Reminder,Can we have lunch tomorrow around 4:00 PM? Let me know if that works.
840,ham,Project Update,Happy birthday! Hope you have a wonderful day with your family.
841,ham,Vacation Photos,"Hi Aman, just a reminder that our meeting is scheduled for Friday at 11:15 AM."
842,ham,Family Get Together,Here are the class notes from today's lecture. Let me know if anything is unclear.
843,spam,Urgent Action Required,Your parcel is waiting. Confirm your shipping address to avoid return.
844,spam,Limited Time Offer,Earn money fast from home with no experience. Register today.
845,ham,Weekly Report,Please find the attached report for this week's progress. Let me know your feedback.
846,ham,Class Notes,I've shared the project files in the team drive. Please review them before tomorrow.
847,spam,Crypto Opportunity,Exclusive offer! Get 80% off on premium products. Buy now.
848,spam,Congratulations!,Congratulations! You won a brand new smartphone. Pay a small processing fee.
849,spam,Free Gift,Earn money fast from home with no experience. Register today.
850,spam,Urgent Action Required,Invest in our crypto platform and double your investment in 7 days.
851,ham,Weekly Report,Happy birthday! Hope you have a wonderful day with your family.
852,ham,Weekly Report,I've shared the project files in the team drive. Please review them before tomorrow.
853,spam,Claim Your Prize,Congratulations! You won a brand new smartphone. Pay a small processing fee.
854,ham,Family Get Together,Please find the attached report for this week's progress. Let me know your feedback.
855,spam,Exclusive Deal,Earn money fast from home with no experience. Register today.
856,spam,Account Alert,Invest in our crypto platform and double your investment in 7 days.
857,spam,Account Alert,Final reminder: Your subscription expires today. Update your payment details.
858,ham,Weekly Report,Please find the attached report for this week's progress. Let me know your feedback.
859,spam,Exclusive Deal,You have been selected to receive a $10000 reward. Click the link to verify your account.
860,ham,Meeting Reminder,Your appointment with Dr. Sharma is confirmed for Tuesday.
861,ham,Vacation Photos,Your appointment with Dr. Sharma is confirmed for Thursday.
862,spam,Congratulations!,Your bank account has been suspended. Confirm your credentials immediately.
863,ham,Lunch Plan,Please find the attached report for this week's progress. Let me know your feedback.
864,ham,Invoice Attached,Thank you for your payment. Your invoice is attached for your records.
865,ham,Vacation Photos,Please find the attached report for this week's progress. Let me know your feedback.
866,spam,Congratulations!,Final reminder: Your subscription expires today. Update your payment details.
867,spam,Congratulations!,Earn money fast from home with no experience. Register today.
868,ham,Interview Schedule,Can we have lunch tomorrow around 2:30 PM? Let me know if that works.
869,spam,Lottery Winner,Congratulations! You won a brand new smartphone. Pay a small processing fee.
870,ham,Class Notes,Here are the class notes from today's lecture. Let me know if anything is unclear.
871,spam,Account Alert,Your bank account has been suspended. Confirm your credentials immediately.
872,ham,Invoice Attached,Please find the attached report for this week's progress. Let me know your feedback.
873,ham,Family Get Together,Thank you for your payment. Your invoice is attached for your records.
874,spam,Win Big Today,Final reminder: Your subscription expires today. Update your payment details.
875,ham,Family Get Together,I've shared the project files in the team drive. Please review them before tomorrow.
876,spam,Lottery Winner,Your bank account has been suspended. Confirm your credentials immediately.
877,spam,Claim Your Prize,Your bank account has been suspended. Confirm your credentials immediately.
878,ham,Meeting Reminder,Here are the class notes from today's lecture. Let me know if anything is unclear.
879,ham,Lunch Plan,Your appointment with Dr. Sharma is confirmed for Thursday.
880,spam,Congratulations!,Your bank account has been suspended. Confirm your credentials immediately.
881,ham,Family Get Together,Your appointment with Dr. Sharma is confirmed for Tuesday.
882,ham,Family Get Together,"Hi Riya, just a reminder that our meeting is scheduled for Tuesday at 2:30 PM."
883,spam,Free Gift,Earn money fast from home with no experience. Register today.
884,spam,Exclusive Deal,Exclusive offer! Get 30% off on premium products. Buy now.
885,ham,Weekly Report,Here are the class notes from today's lecture. Let me know if anything is unclear.
886,spam,Limited Time Offer,You have been selected to receive a $250 reward. Click the link to verify your account.
887,spam,Free Gift,Your bank account has been suspended. Confirm your credentials immediately.
888,spam,Account Alert,Your bank account has been suspended. Confirm your credentials immediately.
889,ham,Class Notes,I've shared the project files in the team drive. Please review them before tomorrow.
890,spam,Claim Your Prize,You have been selected to receive a $1000 reward. Click the link to verify your account.
891,spam,Crypto Opportunity,Congratulations! You won a brand new smartphone. Pay a small processing fee.
892,spam,Free Gift,Earn money fast from home with no experience. Register today.
893,ham,Lunch Plan,Your appointment with Dr. Sharma is confirmed for Monday.
894,spam,Account Alert,Final reminder: Your subscription expires today. Update your payment details.
895,ham,Class Notes,"Hi Riya, just a reminder that our meeting is scheduled for Tuesday at 10:00 AM."
896,spam,Congratulations!,Your bank account has been suspended. Confirm your credentials immediately.
897,ham,Vacation Photos,Your appointment with Dr. Sharma is confirmed for Friday.
898,ham,Invoice Attached,Thank you for your payment. Your invoice is attached for your records.
899,ham,Doctor Appointment,"Hi Vikram, just a reminder that our meeting is scheduled for Friday at 4:00 PM."
900,ham,Meeting Reminder,I've shared the project files in the team drive. Please review them before tomorrow.
901,ham,Doctor Appointment,Here are the class notes from today's lecture. Let me know if anything is unclear.
902,spam,Urgent Action Required,Your bank account has been suspended. Confirm your credentials immediately.
903,ham,Project Update,Can we have lunch tomorrow around 2:30 PM? Let me know if that works.
904,ham,Doctor Appointment,Thank you for your payment. Your invoice is attached for your records.
905,ham,Class Notes,Thank you for your payment. Your invoice is attached for your records.
906,ham,Lunch Plan,I've shared the project files in the team drive. Please review them before tomorrow.
907,ham,Family Get Together,"Hi Vikram, just a reminder that our meeting is scheduled for Wednesday at 2:30 PM."
908,spam,Lottery Winner,Exclusive offer! Get 80% off on premium products. Buy now.
909,spam,Urgent Action Required,Invest in our crypto platform and double your investment in 7 days.
910,ham,Class Notes,"Hi Riya, just a reminder that our meeting is scheduled for Friday at 6:00 PM."
911,spam,Congratulations!,Earn money fast from home with no experience. Register today.
912,ham,Vacation Photos,Thank you for your payment. Your invoice is attached for your records.
913,spam,Claim Your Prize,Your bank account has been suspended. Confirm your credentials immediately.
914,ham,Meeting Reminder,Happy birthday! Hope you have a wonderful day with your family.
915,ham,Meeting Reminder,Please find the attached report for this week's progress. Let me know your feedback.
916,ham,Project Update,Thank you for your payment. Your invoice is attached for your records.
917,ham,Weekly Report,Happy birthday! Hope you have a wonderful day with your family.
918,ham,Invoice Attached,Please find the attached report for this week's progress. Let me know your feedback.
919,ham,Family Get Together,Can we have lunch tomorrow around 6:00 PM? Let me know if that works.
920,spam,Lottery Winner,Exclusive offer! Get 60% off on premium products. Buy now.
921,ham,Lunch Plan,I've shared the project files in the team drive. Please review them before tomorrow.
922,ham,Meeting Reminder,Please find the attached report for this week's progress. Let me know your feedback.
923,ham,Interview Schedule,I've shared the project files in the team drive. Please review them before tomorrow.
924,spam,Limited Time Offer,You have been selected to receive a $250 reward. Click the link to verify your account.
925,spam,Win Big Today,Your bank account has been suspended. Confirm your credentials immediately.
926,ham,Lunch Plan,Happy birthday! Hope you have a wonderful day with your family.
927,spam,Free Gift,Your parcel is waiting. Confirm your shipping address to avoid return.
928,spam,Crypto Opportunity,Invest in our crypto platform and double your investment in 7 days.
929,ham,Class Notes,I've shared the project files in the team drive. Please review them before tomorrow.
930,spam,Win Big Today,Exclusive offer! Get 60% off on premium products. Buy now.
931,spam,Account Alert,Earn money fast from home with no experience. Register today.
932,spam,Limited Time Offer,Invest in our crypto platform and double your investment in 7 days.
933,spam,Account Alert,Your parcel is waiting. Confirm your shipping address to avoid return.
934,spam,Win Big Today,Exclusive offer! Get 30% off on premium products. Buy now.
935,spam,Account Alert,Earn money fast from home with no experience. Register today.
936,ham,Interview Schedule,Please find the attached report for this week's progress. Let me know your feedback.
937,ham,Invoice Attached,I've shared the project files in the team drive. Please review them before tomorrow.
938,spam,Exclusive Deal,Your bank account has been suspended. Confirm your credentials immediately.
939,ham,Vacation Photos,Please find the attached report for this week's progress. Let me know your feedback.
940,spam,Congratulations!,Your bank account has been suspended. Confirm your credentials immediately.
941,spam,Congratulations!,Invest in our crypto platform and double your investment in 7 days.
942,ham,Class Notes,Thank you for your payment. Your invoice is attached for your records.
943,spam,Win Big Today,Earn money fast from home with no experience. Register today.
944,spam,Congratulations!,Your bank account has been suspended. Confirm your credentials immediately.
945,spam,Account Alert,Congratulations! You won a brand new smartphone. Pay a small processing fee.
946,ham,Project Update,"Hi Aman, just a reminder that our meeting is scheduled for Thursday at 10:00 AM."
947,ham,Weekly Report,Your appointment with Dr. Sharma is confirmed for Tuesday.
948,spam,Limited Time Offer,Final reminder: Your subscription expires today. Update your payment details.
949,ham,Doctor Appointment,Please find the attached report for this week's progress. Let me know your feedback.
950,spam,Urgent Action Required,Your parcel is waiting. Confirm your shipping address to avoid return.
951,spam,Free Gift,Congratulations! You won a brand new smartphone. Pay a small processing fee.
952,spam,Congratulations!,Congratulations! You won a brand new smartphone. Pay a small processing fee.
953,ham,Lunch Plan,Here are the class notes from today's lecture. Let me know if anything is unclear.
954,ham,Doctor Appointment,Your appointment with Dr. Sharma is confirmed for Thursday.
955,ham,Meeting Reminder,Please find the attached report for this week's progress. Let me know your feedback.
956,spam,Free Gift,Invest in our crypto platform and double your investment in 7 days.
957,spam,Exclusive Deal,Congratulations! You won a brand new smartphone. Pay a small processing fee.
958,ham,Doctor Appointment,Please find the attached report for this week's progress. Let me know your feedback.
959,spam,Claim Your Prize,Final reminder: Your subscription expires today. Update your payment details.
960,spam,Account Alert,Your parcel is waiting. Confirm your shipping address to avoid return.
961,ham,Doctor Appointment,I've shared the project files in the team drive. Please review them before tomorrow.
962,ham,Family Get Together,Please find the attached report for this week's progress. Let me know your feedback.
963,ham,Meeting Reminder,Here are the class notes from today's lecture. Let me know if anything is unclear.
964,spam,Limited Time Offer,Your bank account has been suspended. Confirm your credentials immediately.
965,spam,Account Alert,Congratulations! You won a brand new smartphone. Pay a small processing fee.
966,spam,Exclusive Deal,Invest in our crypto platform and double your investment in 7 days.
967,spam,Limited Time Offer,Invest in our crypto platform and double your investment in 7 days.
968,ham,Doctor Appointment,I've shared the project files in the team drive. Please review them before tomorrow.
969,spam,Account Alert,Your parcel is waiting. Confirm your shipping address to avoid return.
970,spam,Urgent Action Required,Invest in our crypto platform and double your investment in 7 days.
971,spam,Lottery Winner,Final reminder: Your subscription expires today. Update your payment details.
972,spam,Crypto Opportunity,Your parcel is waiting. Confirm your shipping address to avoid return.
973,ham,Project Update,I've shared the project files in the team drive. Please review them before tomorrow.
974,ham,Lunch Plan,Can we have lunch tomorrow around 11:15 AM? Let me know if that works.
975,spam,Claim Your Prize,You have been selected to receive a $500 reward. Click the link to verify your account.
976,spam,Limited Time Offer,Exclusive offer! Get 60% off on premium products. Buy now.
977,ham,Invoice Attached,Happy birthday! Hope you have a wonderful day with your family.
978,ham,Interview Schedule,Here are the class notes from today's lecture. Let me know if anything is unclear.
979,ham,Meeting Reminder,Happy birthday! Hope you have a wonderful day with your family.
980,spam,Claim Your Prize,Your bank account has been suspended. Confirm your credentials immediately.
981,spam,Limited Time Offer,Invest in our crypto platform and double your investment in 7 days.
982,spam,Limited Time Offer,Your parcel is waiting. Confirm your shipping address to avoid return.
983,ham,Doctor Appointment,Your appointment with Dr. Sharma is confirmed for Wednesday.
984,ham,Meeting Reminder,I've shared the project files in the team drive. Please review them before tomorrow.
985,spam,Lottery Winner,Final reminder: Your subscription expires today. Update your payment details.
986,spam,Exclusive Deal,You have been selected to receive a $500 reward. Click the link to verify your account.
987,ham,Class Notes,Can we have lunch tomorrow around 11:15 AM? Let me know if that works.
988,spam,Congratulations!,Invest in our crypto platform and double your investment in 7 days.
989,ham,Vacation Photos,Thank you for your payment. Your invoice is attached for your records.
990,spam,Lottery Winner,Earn money fast from home with no experience. Register today.
991,spam,Congratulations!,Earn money fast from home with no experience. Register today.
992,spam,Lottery Winner,You have been selected to receive a $100 reward. Click the link to verify your account.
993,spam,Exclusive Deal,Final reminder: Your subscription expires today. Update your payment details.
994,spam,Account Alert,Your parcel is waiting. Confirm your shipping address to avoid return.
995,ham,Interview Schedule,Happy birthday! Hope you have a wonderful day with your family.
996,ham,Meeting Reminder,Happy birthday! Hope you have a wonderful day with your family.
997,ham,Lunch Plan,"Hi Priya, just a reminder that our meeting is scheduled for Friday at 11:15 AM."
998,spam,Congratulations!,Your parcel is waiting. Confirm your shipping address to avoid return.
999,ham,Project Update,Happy birthday! Hope you have a wonderful day with your family.
1000,ham,Doctor Appointment,Please find the attached report for this week's progress. Let me know your feedback.
